City,Country,month,aqi,co,dew,humidity,mepaqi,no2,o3,pm10,pm25,preciptation,pressure,so2,temperature
Halifax,CA,4,,,-100.0,70.3,,66.5,-1.6,,-19.2,,98.3,-14.9,83.0
Halifax,CA,5,,,-100.0,37.1,,112.2,-1.9,,-13.9,,62.1,69.8,76.7
Halifax,CA,6,,,-100.0,35.1,,113.9,-5.2,,-6.3,,44.3,33.2,63.3
Halifax,CA,7,,,,8.6,,-67.3,2.0,,-10.8,,6.9,1974.4,1.2
Halifax,CA,8,,,,-6.8,,-67.1,1.8,,-13.5,,-0.1,,1.2
Halifax,CA,9,,,,7.5,,-82.2,7.5,,-5.8,,0.2,,3.8
Halifax,CA,10,,,,4.6,,-87.3,7.2,,7.7,,0.1,-10.1,5.3
Halifax,CA,11,,,-100.0,1.1,,-70.2,-0.7,,37.8,,0.6,-51.0,45.0
Halifax,CA,12,,,-100.0,22.0,,-70.0,-8.5,,5.2,,15.7,-72.0,-2896.0
Hamilton,CA,1,,-10.3,,182.4,,-17.5,0.1,,-19.1,,176.2,-41.1,-120.2
Hamilton,CA,2,,-12.0,,83.9,,-14.5,3.0,,-16.8,,91.1,-48.6,42.8
Hamilton,CA,3,,-7.3,,205.0,,-22.0,-7.9,,-15.7,,192.9,2.1,-14042.5
Hamilton,CA,4,,-19.2,-667.2,167.4,,-32.1,4.3,,-7.0,,195.7,-36.9,165.0
Hamilton,CA,5,,-9.0,,146.5,,-25.4,-1.7,,-17.6,,177.8,-17.1,148.3
Hamilton,CA,6,,-11.4,,56.6,,-26.3,13.0,,-0.7,,69.6,-38.7,86.3
Hamilton,CA,7,,978.5,,-0.9,,-11.1,6.4,,-6.0,,7.7,82.0,13.8
Hamilton,CA,8,,,,0.1,,-8.6,9.7,,19.9,,-0.0,89.1,1.8
Hamilton,CA,9,,2511.2,,-5.9,,-23.0,4.1,,13.1,,-0.2,-3.1,-7.9
Hamilton,CA,10,,17.8,,-2.4,,-10.8,2.1,,-12.2,,0.1,-49.1,-17.6
Hamilton,CA,11,,9.4,,-7.8,,-20.2,28.3,,0.6,,-0.0,-27.9,236.8
Hamilton,CA,12,,-13.6,,25.1,,-22.0,3.1,,-7.2,,27.7,-44.2,20.5
Hangzhou,CN,1,,-8.1,,230.1,,-31.8,20.1,-30.1,-23.8,,228.5,-57.6,330.4
Hangzhou,CN,2,,-27.2,,84.8,,-55.9,46.5,-38.1,-36.4,,97.4,-50.9,156.4
Hangzhou,CN,3,,-16.0,,271.1,,-22.5,-9.8,-33.7,-36.9,,266.7,-50.3,259.8
Hangzhou,CN,4,,-18.5,,204.8,,-8.7,11.8,-8.0,-18.7,,268.7,-34.5,214.5
Hangzhou,CN,5,,-8.1,,162.7,,-14.6,-1.1,-16.0,-21.5,,152.7,-39.1,156.7
Hangzhou,CN,6,,-8.2,1667.2,109.0,,-10.7,-28.7,-33.1,-32.4,-100.0,97.2,-34.7,102.5
Hangzhou,CN,7,,476.1,20.6,25.8,,12.6,-20.2,-14.9,-13.0,-100.0,16.2,-55.1,10.4
Hangzhou,CN,8,,,1.4,-7.6,,-0.2,-14.3,-5.5,-9.2,-100.0,0.1,-55.1,6.2
Hangzhou,CN,9,,3580.3,-1.8,3.5,,12.2,-17.4,-6.1,-7.7,-100.0,-0.2,-56.2,-2.6
Hangzhou,CN,10,,0.8,-8.1,-2.1,,-4.2,19.1,-17.8,-22.2,-100.0,0.1,-17.2,-4.4
Hangzhou,CN,11,,0.4,17.5,5.6,,-8.5,-1.5,-20.2,-21.3,-100.0,0.1,-4.9,6.0
Hangzhou,CN,12,,2.8,-49.2,15.3,,7.0,-8.3,14.1,7.6,-100.0,30.3,-14.6,7.9
Harbin,CN,1,,9.1,,300.0,,6.8,78.5,34.3,36.0,115.4,207.6,-28.0,307.3
Harbin,CN,2,,-33.2,2083.1,356.7,,-51.9,71.6,-24.7,-12.1,,163.0,-40.9,329.3
Harbin,CN,3,,-36.3,95.9,359.9,,-46.5,44.4,-27.2,-19.1,271860.3,212.5,-40.5,789.7
Harbin,CN,4,,-19.3,130.2,328.2,,-15.2,35.6,-25.0,-4.4,285.0,171.9,5.9,144.7
Harbin,CN,5,,-17.0,564.1,293.6,,-23.1,25.4,-23.8,-12.1,294.1,130.7,50.1,219.9
Harbin,CN,6,,-20.3,310.8,192.0,,-28.3,9.7,-30.2,-35.9,15.5,162.4,53.0,163.9
Harbin,CN,7,,475.6,17.7,14.0,,-8.4,18.8,0.3,-0.9,-52.6,20.1,-1.7,21.0
Harbin,CN,8,,,3.1,-2.0,,-3.8,50.4,6.0,1.8,-56.1,-0.0,-5.9,4.6
Harbin,CN,9,,2254.1,15.6,14.7,,-0.5,-17.4,-17.2,-3.6,-37.1,-0.3,-1.5,-5.8
Harbin,CN,10,,22.6,-484.4,19.0,,-8.3,-5.9,-15.3,-12.4,-34.7,-0.2,-9.6,-17.7
Harbin,CN,11,,20.4,-28.5,19.3,,29.2,-7.4,32.0,42.4,-59.6,-0.0,11.1,-17.2
Harbin,CN,12,,-26.2,43.4,27.6,,-21.5,32.9,-28.2,-19.2,-100.0,29.7,-46.7,40.0
Hefei,CN,1,,-19.9,502.4,250.9,,-9.0,-43.7,-30.9,-13.8,,196.0,-57.9,270.7
Hefei,CN,2,,-35.3,218.2,99.3,,-42.6,-28.5,-41.4,-32.5,,104.9,-54.4,252.8
Hefei,CN,3,,-29.8,343.7,267.8,,-19.5,-50.0,-28.0,-30.6,,216.9,-42.5,212.3
Hefei,CN,4,,-28.6,119.0,167.4,,13.8,-45.7,-15.9,-28.1,,214.8,-17.3,190.1
Hefei,CN,5,,-27.4,347.5,299.3,,-9.6,-30.7,-14.5,-19.5,,191.4,-21.8,262.3
Hefei,CN,6,,-30.4,333.1,181.6,,-19.3,-55.3,-35.1,-39.3,,132.5,-31.5,128.6
Hefei,CN,7,,380.1,28.3,53.6,,-6.0,-29.7,-23.2,-11.2,,17.1,-54.6,4.1
Hefei,CN,8,,,13.8,10.6,,-20.2,-16.9,-7.9,-10.3,,-0.0,-52.4,6.1
Hefei,CN,9,,2409.8,9.5,9.6,,-0.1,-5.8,-2.7,-4.4,,-0.2,-47.7,0.1
Hefei,CN,10,,12.2,-2.8,6.5,,3.0,-0.7,-12.9,-11.3,,0.1,-4.0,-7.1
Hefei,CN,11,,5.8,22.9,17.5,,-3.8,-26.6,-18.0,-2.9,,0.2,5.3,-7.3
Hefei,CN,12,,1.5,-388.2,21.9,,8.6,-27.8,6.4,5.4,,30.0,10.9,-16.9
Hegang,CN,1,,-13.9,,219.7,,-14.5,27.0,0.6,13.1,-100.0,201.1,29.3,207.9
Hegang,CN,2,,-27.0,2246.9,143.4,,-56.2,2.4,-21.7,-12.8,,114.5,3.5,145.9
Hegang,CN,3,,-16.3,229.7,201.1,,-22.2,-3.9,-6.7,1.2,1341.4,215.9,14.0,152.2
Hegang,CN,4,,-20.2,126.6,294.4,,-32.5,-0.1,-20.7,-7.8,169.6,216.2,36.8,177.9
Hegang,CN,5,,-10.7,114.1,150.0,,-26.7,5.1,-18.6,-9.6,34.3,207.0,27.6,228.0
Hegang,CN,6,,-5.6,224.6,212.4,,-30.6,-13.3,-43.7,-37.8,188.3,206.4,21.1,218.2
Hegang,CN,7,,598.2,14.4,6.7,,15.6,17.9,11.1,-10.7,70.6,18.7,-8.6,21.9
Hegang,CN,8,,,-9.4,-9.6,,32.1,20.2,20.1,6.5,-16.8,-0.0,-24.5,-1.4
Hegang,CN,9,,3022.2,39.3,19.1,,5.1,-3.7,-20.8,19.4,247.6,-0.0,-17.1,5.2
Hegang,CN,10,,30.8,-84.3,18.0,,20.2,11.0,-9.6,-0.1,-73.9,-0.3,5.4,-3.4
Hegang,CN,11,,15.1,-27.1,12.2,,57.9,-5.0,5.4,3.3,-24.7,0.0,-2.1,-31.0
Hegang,CN,12,,-4.7,20.7,15.0,,4.0,2.4,-7.2,-15.4,-75.6,22.5,-24.8,9.5
Hohhot,CN,1,,42.4,,408.9,,38.4,,66.0,82.3,,193.3,-44.7,211.3
Hohhot,CN,2,,-8.2,2254.4,171.9,,-23.5,,3.9,24.6,,107.4,-46.0,71.6
Hohhot,CN,3,,-31.9,134.9,235.5,,-38.9,,-33.8,-16.3,,192.4,-47.0,352.2
Hohhot,CN,4,,-23.7,612.3,65.8,,-27.3,,-35.2,-16.8,,194.8,-34.1,141.3
Hohhot,CN,5,,-20.6,-77.6,289.1,,-36.6,,-6.1,-21.4,,155.6,-30.0,236.1
Hohhot,CN,6,,-21.3,238.3,245.3,,-27.0,,-10.6,-1.7,,245.9,-27.1,245.2
Hohhot,CN,7,,463.8,26.7,25.2,,-30.9,,-14.0,-8.1,,19.4,-46.6,19.4
Hohhot,CN,8,,,27.8,23.1,,-21.5,,8.7,16.9,,-0.2,-42.2,3.0
Hohhot,CN,9,,2462.1,-7.8,10.8,,-40.4,,-19.2,-10.7,,-0.3,-42.5,-14.3
Hohhot,CN,10,,0.9,651.1,-22.7,,-23.5,,-11.6,-22.7,,0.1,-14.1,-32.1
Hohhot,CN,11,,-15.1,11.3,-7.7,,-19.2,,-14.4,-10.4,,0.3,-26.4,38.6
Hohhot,CN,12,,-25.8,69.7,3.0,,-30.5,,-11.6,-16.4,,28.4,-38.8,52.3
Jieyang,CN,1,,-18.9,171.1,160.4,,-45.6,25.4,-19.8,-14.2,121.2,194.2,-30.1,248.8
Jieyang,CN,2,,-28.3,86.3,88.0,,-38.8,16.9,-27.8,-22.2,1409.9,126.3,-8.3,134.1
Jieyang,CN,3,,-21.2,207.8,179.9,,-24.1,0.9,-10.3,-4.7,95.9,208.7,-36.5,244.2
Jieyang,CN,4,,-22.6,120.9,152.0,,-22.3,26.2,-10.2,-9.5,-100.0,207.0,-34.5,171.7
Jieyang,CN,5,,-15.5,257.1,102.3,,-18.1,-2.8,-25.2,-25.9,-100.0,109.5,-41.9,119.4
Jieyang,CN,6,,-24.4,238.4,62.1,,-34.9,-25.7,-39.0,-46.5,-100.0,77.8,-40.4,92.6
Jieyang,CN,7,,357.3,16.6,4.2,,-34.5,-18.7,-27.7,-28.7,-100.0,16.1,-50.5,19.3
Jieyang,CN,8,,,-2.1,-1.4,,-16.3,-28.0,-13.1,-15.1,-100.0,0.4,-48.1,-1.9
Jieyang,CN,9,,2812.4,5.3,10.5,,-9.1,-16.9,-18.6,-10.9,-100.0,0.0,-42.4,-2.8
Jieyang,CN,10,,6.6,-7.4,-2.8,,-9.4,-17.7,-15.4,-23.5,-100.0,-0.1,-1.6,-5.1
Jieyang,CN,11,,5.9,13.2,2.8,,8.9,-23.2,-15.7,-16.9,-100.0,0.1,1.6,5.1
Jieyang,CN,12,,-6.2,17.8,18.6,,-13.2,-4.9,-15.6,-23.5,-100.0,24.4,-4.8,23.6
Jinan,CN,1,,-98.8,,436.9,,-5.5,51.0,-5.6,14.9,172.8,232.4,-59.8,401357.4
Jinan,CN,2,,-98.3,2249.2,222.4,,-46.5,29.0,-35.9,-18.7,209.4,147.4,-73.7,144.7
Jinan,CN,3,,-97.9,91.1,290.4,,-38.7,8.5,-29.9,-22.8,121.8,207.6,-69.0,162.1
Jinan,CN,4,,-97.8,-120.4,142.7,,-19.2,-1.2,-28.1,-26.5,85.9,210.2,-59.1,191.6
Jinan,CN,5,,-97.4,455.0,154.0,,-29.1,4.6,-20.8,-27.2,488.2,126.8,-55.1,123.0
Jinan,CN,6,,-97.3,274.7,114.5,,-7.2,-22.3,-6.6,-9.9,287.0,85.4,-46.7,72.8
Jinan,CN,7,,-91.7,13.0,31.7,,-19.6,-14.2,-15.9,-10.6,-31.2,17.0,70.9,2.3
Jinan,CN,8,,,16.3,12.5,,-19.8,6.8,6.4,20.7,-11.2,0.8,4109.4,4.1
Jinan,CN,9,,3072.7,0.2,2.7,,-7.2,-17.1,-9.2,-8.4,54.3,0.7,2344.3,-2.0
Jinan,CN,10,,19.6,-27.4,-9.8,,18.2,-17.8,0.5,-3.3,58.7,2.5,31.6,-5.3
Jinan,CN,11,,0.0,-262.7,1.3,,-3.1,13.3,-14.6,-5.9,-49.3,0.2,4.1,-10.9
Jinan,CN,12,,-95.7,93.9,4.4,,-6.8,27.0,-6.4,-4.9,85.3,27.4,-26.1,3.9
Kitchener,CA,1,,106.8,,101.7,,-19.4,0.7,,-15.3,,108.3,10.6,-95.9
Kitchener,CA,2,,50.1,-2068.1,44.9,,-26.3,4.5,,-20.3,,60.5,73.9,-16.3
Kitchener,CA,3,,98.6,,114.4,,-24.2,-13.3,,-14.1,,115.7,378.9,-655.3
Kitchener,CA,4,,62.2,-6638.5,84.9,,-37.9,-2.9,,-10.2,,117.7,7.1,83.3
Kitchener,CA,5,,81.1,345.9,75.6,,-27.3,-6.6,,-20.4,,105.7,-3.3,81.7
Kitchener,CA,6,,16.2,,30.3,,-31.0,4.9,,4.6,,42.2,-8.7,54.4
Kitchener,CA,7,,2673.0,,-5.5,,-32.0,-0.8,,-1.3,,4.6,41.3,10.5
Kitchener,CA,8,,,291.8,7.9,,-27.1,5.2,,7.0,,-0.1,26.9,2.6
Kitchener,CA,9,,2373.4,99.6,-0.1,,-27.2,1.7,,-3.3,,-0.2,-16.7,-10.9
Kitchener,CA,10,,18.5,44.1,-4.5,,-23.8,8.5,,-7.6,,0.1,37.7,-20.3
Kitchener,CA,11,,9.8,-150.4,1.0,,-39.7,16.1,,2.5,,0.1,34.4,320.7
Kitchener,CA,12,,-1.8,20.8,21.5,,-27.0,2.4,,-8.1,,15.6,-6.3,114.3
Kunming,CN,1,,-26.2,114.2,177.1,,-31.7,33.8,-29.4,-16.7,,179.9,-32.1,202.4
Kunming,CN,2,,-25.9,206.1,164.1,,-48.8,37.5,-18.0,1.1,,92.2,-32.2,61.1
Kunming,CN,3,,-27.6,570.2,202.6,,-24.2,24.8,-9.3,-2.0,,196.3,-38.8,225.6
Kunming,CN,4,,-15.3,286.2,317.0,,-11.4,5.8,-5.5,5.8,,195.1,-37.6,149.9
Kunming,CN,5,,-16.4,289.0,292.2,,-18.4,7.3,-23.8,-18.5,,172.6,-27.8,198.6
Kunming,CN,6,,-15.2,294.2,279.5,,-25.7,-2.2,-20.9,-21.0,,259.5,-15.3,269.3
Kunming,CN,7,,320.1,29.1,26.7,,-29.1,-11.1,-19.3,-24.9,,16.9,-32.1,16.9
Kunming,CN,8,,,11.6,15.6,,-34.5,-43.2,-33.3,-35.9,,-0.1,-32.0,-2.7
Kunming,CN,9,,2297.6,31.9,21.9,,-24.6,-36.9,-23.8,-28.4,,-0.3,-32.2,4.6
Kunming,CN,10,,15.4,10.8,12.6,,-19.4,-21.8,-0.6,-8.8,,-0.0,-17.7,-3.4
Kunming,CN,11,,4.6,-17.5,0.8,,1.2,1.4,5.6,4.4,,0.2,5.6,-8.8
Kunming,CN,12,,-7.3,166.5,42.4,,-21.6,-0.5,-13.7,-11.8,,28.8,-11.4,51.0
Lanzhou,CN,1,,-11.9,,223.9,,-0.5,-32.0,-20.2,3.3,420.2,208.0,-34.0,132.6
Lanzhou,CN,2,,-18.1,4354.5,57.5,,-7.7,-32.2,-25.9,-12.7,55.1,112.3,-23.9,118.5
Lanzhou,CN,3,,-14.3,227.4,180.1,,-14.2,-20.5,-18.3,-14.2,66.0,214.0,-26.4,222.9
Lanzhou,CN,4,,-3.7,1365.0,153.3,,-6.3,-33.4,-18.1,-10.8,-63.1,210.5,1.1,108.9
Lanzhou,CN,5,,-1.7,-51.7,157.7,,-6.4,-24.6,-32.4,-20.2,42.8,180.3,-0.1,271.5
Lanzhou,CN,6,,-5.9,93.5,89.3,,-17.1,-23.0,-13.8,-16.7,230.1,157.9,-13.7,166.7
Lanzhou,CN,7,,402.5,18.9,7.5,,-14.1,-10.2,-7.7,-8.8,-76.1,16.3,-23.5,23.2
Lanzhou,CN,8,,,3.2,-0.8,,-8.5,-4.1,-1.0,-6.4,-77.0,0.6,-29.9,0.7
Lanzhou,CN,9,,2694.8,4.6,-3.0,,2.6,-1.7,-10.2,-12.3,-41.7,-0.0,-32.8,2.5
Lanzhou,CN,10,,-4.8,-169.6,-37.7,,3.0,56.6,3.3,-6.9,-20.6,0.8,-11.1,3.0
Lanzhou,CN,11,,6.8,32.5,-17.1,,11.7,11.6,6.4,7.8,-74.6,0.3,3.4,-21.4
Lanzhou,CN,12,,-27.4,42.5,22.6,,-15.7,-3.8,-17.4,-15.5,-100.0,29.1,-38.4,50.6
Lhasa,CN,1,,9.5,,114.9,,-7.7,-5.3,-32.7,-21.0,,209.2,-6.1,101.0
Lhasa,CN,2,,7.7,1454.7,110.9,,-44.9,5.3,-57.0,-35.6,,114.4,-2.4,-303.9
Lhasa,CN,3,,-11.5,152.5,293.8,,-35.9,2.9,-53.3,-43.1,427.7,210.7,-12.3,217.7
Lhasa,CN,4,,1.9,202.0,277.8,,-20.3,-11.5,-40.7,-34.8,16.0,212.7,-8.9,139.5
Lhasa,CN,5,,2.0,178.2,295.8,,0.6,-12.3,-46.2,-34.3,100.4,233.7,-23.9,177.1
Lhasa,CN,6,,8.9,1562.8,284.2,,5.1,-17.5,-42.0,-26.6,471.6,257.3,-8.5,152.8
Lhasa,CN,7,,640.2,37.0,14.0,,5.4,-12.7,-11.9,-14.3,87.1,19.6,6.6,28.3
Lhasa,CN,8,,,-3.2,-2.9,,3.6,-14.0,5.5,13.0,-32.6,-0.1,-3.0,0.7
Lhasa,CN,9,,2587.5,-13.5,-18.5,,11.8,2.3,16.8,31.4,-55.0,-0.2,-4.8,15.5
Lhasa,CN,10,,33.9,151.3,-28.5,,27.6,-27.6,30.6,43.6,-81.9,-1.8,-0.6,19.7
Lhasa,CN,11,,-3.2,36.4,-27.3,,-11.3,27.4,-5.9,-3.4,-100.0,0.0,-6.6,-9.8
Lhasa,CN,12,,8.4,36.2,39.0,,1.2,4.1,-15.7,-12.8,,33.1,-18.5,-451.7
London,CA,1,,,,142.2,,-19.9,-1.8,,-8.5,,135.8,,-81.6
London,CA,2,,,,75.1,,-18.5,0.2,,-17.9,,70.4,,22.7
London,CA,3,,,,149.4,,-35.3,-14.8,,-14.4,,150.7,,-917.6
London,CA,4,,,,106.6,,-42.7,-4.9,,-6.7,,160.5,,86.0
London,CA,5,,,,91.6,,-38.4,-5.6,,-25.6,,141.5,,102.8
London,CA,6,,,1519.5,25.3,,-20.8,2.7,,5.1,,56.0,,65.2
London,CA,7,,,,-9.7,,-27.2,-1.4,,2.0,,9.3,,10.4
London,CA,8,,,1225.6,-3.1,,-18.3,-0.4,,25.5,,2.9,,0.1
London,CA,9,,,673.5,-9.6,,-6.7,-6.8,,1.9,,3.1,,-13.9
London,CA,10,,,,-11.5,,2.2,0.2,,7.5,,3.5,,-21.6
London,CA,11,,,,-16.8,,-23.2,10.6,,4.9,,3.5,,338.7
London,CA,12,,,,10.7,,-16.4,-4.5,,-6.4,,25.2,,271.8
Mississauga,CA,1,,128.6,,133.7,,-21.7,2.1,,-13.9,,127.3,-77.2,-67.3
Mississauga,CA,2,,63.4,,65.8,,-6.7,-0.2,,-19.6,,71.2,-81.1,27.0
Mississauga,CA,3,,109.4,,142.1,,-34.8,-9.1,,-17.5,,131.9,-58.5,-798.3
Mississauga,CA,4,,87.1,-100.0,100.5,,-36.1,-1.5,,-3.3,,134.9,-63.5,142.2
Mississauga,CA,5,,101.7,-100.0,84.2,,-29.6,-2.4,,-11.3,,121.4,-65.2,109.3
Mississauga,CA,6,,33.0,,30.3,,-22.0,11.3,,5.2,,46.5,-56.8,62.4
Mississauga,CA,7,,2683.1,,-7.4,,-31.4,-1.5,,-18.3,,4.7,-90.7,10.9
Mississauga,CA,8,,,,0.4,,-22.2,-0.8,,4.3,,-0.0,-89.1,3.5
Mississauga,CA,9,,2909.8,,-7.0,,-9.2,-1.2,,-1.6,,-0.2,-88.9,-4.4
Mississauga,CA,10,,10.2,,-3.3,,-8.5,-2.6,,-9.6,,0.2,-42.5,-21.1
Mississauga,CA,11,,7.8,,-5.7,,-28.6,22.5,,-4.0,,0.1,78.8,721.2
Mississauga,CA,12,,5.4,,16.7,,-23.5,-1.3,,-9.7,,17.9,57.0,-37.7
Montréal,CA,1,,-48.3,-38402.4,190.5,,-1.9,41.1,,-10.8,,172.1,-14.8,6.0
Montréal,CA,2,,-24.5,1138.8,105.3,,0.7,50.6,,15.4,,105.0,-25.4,13.5
Montréal,CA,3,,-26.0,55.6,191.1,,-19.1,61.9,,-19.2,,177.7,-17.7,-364.7
Montréal,CA,4,,135.1,1069.2,169.2,,-21.2,60.5,,-9.4,,184.6,-6.4,212.1
Montréal,CA,5,,-25.3,35.7,66.7,,-26.6,54.9,,-19.1,,95.9,-7.0,100.6
Montréal,CA,6,,-22.8,278.1,67.1,,-2.5,46.4,,7.5,,65.1,-10.9,77.1
Montréal,CA,7,,17.7,29.4,15.1,,-5.8,-5.7,,-22.4,,13.6,416.9,10.5
Montréal,CA,8,,,13.5,6.9,,-3.8,-7.7,,-6.2,,0.1,2532.3,-5.8
Montréal,CA,9,,5142.6,-2.8,-3.7,,6.4,1.0,,-10.6,,-0.0,1390.8,-8.9
Montréal,CA,10,,-80.1,-24.9,-9.0,,-0.6,10.6,,-14.7,,0.0,-1.6,-17.7
Montréal,CA,11,,-22.3,-92.5,-7.3,,-7.3,0.9,,14.9,,0.1,-3.0,18518.9
Montréal,CA,12,,45.5,-2.2,18.5,,-14.6,-8.5,,-3.5,,15.0,-10.9,160.6
Nanchang,CN,1,,-17.5,317.2,190.2,,-8.9,28.8,-19.3,-3.9,327.9,182.3,-53.5,209.8
Nanchang,CN,2,,-34.7,239.7,72.9,,-37.1,45.1,-28.6,-13.6,34.7,95.6,-44.5,231.9
Nanchang,CN,3,,-34.9,233.8,159.4,,-22.0,5.0,-18.6,-11.7,35.3,159.0,-31.9,168.2
Nanchang,CN,4,,-36.8,109.8,146.1,,22.2,23.3,10.8,28.6,113.3,205.7,-18.3,176.6
Nanchang,CN,5,,-38.2,286.8,267.1,,-12.9,10.7,-18.3,-5.7,85.8,126.0,-22.4,257.9
Nanchang,CN,6,,-44.1,285.6,199.7,,-20.9,-28.3,-32.9,-16.5,47.1,123.5,-5.7,164.4
Nanchang,CN,7,,189.7,24.4,32.1,,-7.5,-11.8,-7.8,1.0,-5.1,16.4,-21.7,18.9
Nanchang,CN,8,,,4.6,13.4,,-1.1,-32.7,-17.5,-19.5,-24.5,0.2,-21.0,-2.8
Nanchang,CN,9,,2625.8,14.6,47.8,,8.6,-31.6,-27.3,-16.8,128.5,-0.0,-48.9,-12.0
Nanchang,CN,10,,12.6,-1.5,12.9,,-17.8,7.8,-19.2,-15.6,-35.1,-1.4,-18.9,-11.9
Nanchang,CN,11,,1.9,19.9,11.1,,-18.2,0.8,-18.3,-14.6,-17.1,0.1,-28.8,2.0
Nanchang,CN,12,,-12.7,-66.5,20.0,,-13.7,-0.8,5.1,4.0,-13.7,32.6,-20.0,27.6
Nanjing,CN,1,,-28.3,456.5,214.8,,-26.0,-28.8,-21.5,-9.7,177.2,189.3,-67.1,314.9
Nanjing,CN,2,,-38.7,208.0,91.2,,-45.8,-14.6,-41.2,-31.3,-48.9,100.2,-60.9,233.1
Nanjing,CN,3,,-27.0,351.4,239.8,,-27.3,6.9,-32.8,-32.2,45.5,212.1,-56.0,203.3
Nanjing,CN,4,,-5.1,108.6,160.6,,-11.4,14.0,-19.3,-22.8,-100.0,210.9,-41.6,162.9
Nanjing,CN,5,,3.3,373.3,124.8,,-22.4,4.9,-18.2,-14.3,-100.0,116.6,-30.7,123.1
Nanjing,CN,6,,9.8,314.1,111.0,,-25.8,-39.9,-37.3,-28.2,-100.0,77.9,-42.8,76.5
Nanjing,CN,7,,530.9,20.2,39.3,,-11.7,-21.3,-17.5,-3.8,-100.0,16.6,-58.8,3.3
Nanjing,CN,8,,,7.4,0.7,,-1.6,-12.8,-5.7,-7.6,-100.0,0.1,-45.2,4.9
